,AAPL,AMZN,GOOGL,META,MSFT,NFLX,TSLA
2018-03-06,42.170101165771484,76.88200378417969,55.04499816894531,179.77999877929688,88.29364776611328,325.2200012207031,21.8799991607666
2018-03-07,41.77864074707031,77.25,55.75199890136719,183.7100067138672,88.80455780029297,321.1600036621094,22.15333366394043
2018-03-08,42.23454666137695,77.59300231933594,56.46900177001953,182.33999633789062,89.3438491821289,317.0,21.940000534057617
2018-03-09,42.96017074584961,78.94450378417969,58.04199981689453,185.22999572753906,91.3402099609375,331.44000244140625,21.81133270263672
2018-03-12,43.37550354003906,79.91950225830078,58.29650115966797,184.75999450683594,91.55780792236328,321.29998779296875,23.034000396728516
2018-03-13,42.95779037475586,79.40899658203125,56.99549865722656,181.8800048828125,89.3249282836914,315.8800048828125,22.78933334350586
2018-03-14,42.59259033203125,79.55000305175781,57.44449996948242,184.19000244140625,88.79508972167969,321.54998779296875,21.775333404541016
2018-03-15,42.64271545410156,79.11599731445312,57.53049850463867,183.86000061035156,89.1073226928711,321.0899963378906,21.706666946411133
2018-03-16,42.492340087890625,78.58399963378906,56.72100067138672,185.08999633789062,89.50471496582031,318.45001220703125,21.42333221435547
2018-03-19,41.84309768676758,77.24649810791016,55.003501892089844,172.55999755859375,87.88680267333984,313.4800109863281,20.90399932861328
2018-03-20,41.82876968383789,79.32550048828125,54.790000915527344,168.14999389648438,88.11387634277344,317.5,20.703332901000977
2018-03-21,40.88114929199219,79.09300231933594,54.70000076293945,169.38999938964844,87.49889373779297,316.4800109863281,21.101999282836914
2018-03-22,40.30351257324219,77.24600219726562,52.657501220703125,164.88999938964844,84.95379638671875,306.70001220703125,20.606666564941406
2018-03-23,39.370208740234375,74.77799987792969,51.32749938964844,159.38999938964844,82.48435974121094,300.94000244140625,20.1026668548584
2018-03-26,41.23919677734375,77.79299926757812,52.704498291015625,160.05999755859375,88.7288589477539,320.3500061035156,20.278667449951172
2018-03-27,40.18178176879883,74.85250091552734,50.34700012207031,152.22000122070312,84.65101623535156,300.69000244140625,18.61199951171875
2018-03-28,39.737796783447266,71.57099914550781,50.25899887084961,153.02999877929688,84.57533264160156,285.7699890136719,17.185333251953125
2018-03-29,40.04811096191406,72.36699676513672,51.856998443603516,159.7899932861328,86.35404968261719,295.3500061035156,17.742000579833984
2018-04-02,39.78554153442383,68.59950256347656,50.631500244140625,155.38999938964844,83.75216674804688,280.2900085449219,16.832000732421875
2018-04-03,40.193702697753906,69.60250091552734,50.933998107910156,156.11000061035156,84.87808990478516,283.6700134277344,17.8353328704834
2018-04-04,40.96230697631836,70.52850341796875,51.48550033569336,155.10000610351562,87.35697937011719,288.94000244140625,19.12933349609375
2018-04-05,41.24635314941406,72.5875015258789,51.63199996948242,159.33999633789062,87.40426635742188,293.9700012207031,20.381332397460938
2018-04-06,40.191322326660156,70.2614974975586,50.497501373291016,157.1999969482422,85.37007904052734,288.8500061035156,19.953332901000977
2018-04-09,40.589935302734375,70.30400085449219,51.00450134277344,157.92999267578125,85.88099670410156,289.92999267578125,19.310667037963867
2018-04-10,41.353763580322266,71.81099700927734,51.82500076293945,165.0399932861328,87.87735748291016,298.07000732421875,20.31333351135254
2018-04-11,41.160423278808594,71.35250091552734,51.25299835205078,166.32000732421875,86.91228485107422,303.6700134277344,20.062000274658203
2018-04-12,41.566192626953125,72.42500305175781,51.864498138427734,163.8699951171875,88.53964233398438,309.25,19.60533332824707
2018-04-13,41.707027435302734,71.53949737548828,51.801998138427734,164.52000427246094,88.06658935546875,311.6499938964844,20.022666931152344
2018-04-16,41.96720504760742,72.07499694824219,52.30500030517578,164.8300018310547,89.0978775024414,307.7799987792969,19.413999557495117
2018-04-17,42.54485321044922,75.19149780273438,53.96799850463867,168.66000366210938,90.89553833007812,336.05999755859375,19.179332733154297
2018-04-18,42.44935989379883,76.39199829101562,53.769500732421875,166.36000061035156,91.24561309814453,334.5199890136719,19.55666732788086
2018-04-19,41.24635314941406,77.84549713134766,54.47249984741211,168.10000610351562,90.93338012695312,332.70001220703125,20.005332946777344
2018-04-20,39.55640411376953,76.37449645996094,53.86600112915039,166.27999877929688,89.88316345214844,327.7699890136719,19.349332809448242
2018-04-23,39.44182205200195,75.89299774169922,53.69049835205078,165.83999633789062,90.21430969238281,318.69000244140625,18.891332626342773
2018-04-24,38.8928337097168,73.00450134277344,51.13199996948242,159.69000244140625,88.10444641113281,307.0199890136719,18.8973331451416
2018-04-25,39.062294006347656,73.00849914550781,51.14950180053711,159.69000244140625,87.33805084228516,305.760009765625,18.71266746520996
2018-04-26,39.1983642578125,75.89800262451172,52.16550064086914,174.16000366210938,89.1830062866211,313.9800109863281,19.031999588012695
2018-04-27,38.74483108520508,78.63099670410156,51.5724983215332,173.58999633789062,90.65898895263672,311.760009765625,19.60533332824707
2018-04-30,39.446598052978516,78.30650329589844,50.92900085449219,172.0,88.48286437988281,312.4599914550781,19.593332290649414
2018-05-01,40.36319351196289,79.11299896240234,52.037498474121094,173.86000061035156,89.88316345214844,313.29998779296875,19.994667053222656
2018-05-02,42.14622116088867,78.48400115966797,51.3025016784668,176.07000732421875,88.4734115600586,313.3599853515625,20.07666778564453
2018-05-03,42.22260284423828,78.60399627685547,51.314998626708984,174.02000427246094,89.00325775146484,311.69000244140625,18.963333129882812
2018-05-04,43.879154205322266,79.04750061035156,52.54999923706055,176.61000061035156,90.03455352783203,320.0899963378906,19.606000900268555
2018-05-07,44.19660949707031,80.00700378417969,52.972999572753906,177.97000122070312,91.03743743896484,326.260009765625,20.184667587280273
2018-05-08,44.40904235839844,79.61949920654297,52.929500579833984,178.9199981689453,90.6495361328125,326.8900146484375,20.131332397460938
2018-05-09,44.72172927856445,80.4000015258789,54.4474983215332,182.66000366210938,91.71869659423828,330.29998779296875,20.456666946411133
2018-05-10,45.3614387512207,80.4540023803711,55.27349853515625,185.52999877929688,92.63643646240234,329.6000061035156,20.334667205810547
2018-05-11,45.18891143798828,80.14550018310547,55.16899871826172,186.99000549316406,92.4377212524414,326.4599914550781,20.070667266845703
2018-05-14,45.08348083496094,80.0770034790039,55.33000183105469,186.63999938964844,92.74994659423828,328.5299987792969,19.46466636657715
2018-05-15,44.67374038696289,78.80599975585938,54.243499755859375,184.32000732421875,92.07820129394531,326.1300048828125,18.94533348083496
2018-05-16,45.09067153930664,79.36399841308594,54.204498291015625,183.1999969482422,92.31575775146484,328.19000244140625,19.09866714477539
2018-05-17,44.8055305480957,79.08799743652344,54.0629997253418,183.75999450683594,91.39403533935547,325.2200012207031,18.96933364868164
2018-05-18,44.64259338378906,78.71849822998047,53.481998443603516,182.67999267578125,91.56507873535156,324.17999267578125,18.454666137695312
2018-05-21,44.95888137817383,79.27300262451172,54.20050048828125,184.49000549316406,92.74337005615234,331.82000732421875,18.965999603271484
2018-05-22,44.84626770019531,79.06999969482422,53.765499114990234,183.8000030517578,92.64834594726562,331.6199951171875,18.333999633789062
2018-05-23,45.1338005065918,80.09300231933594,54.29800033569336,186.89999389648438,93.75062561035156,344.7200012207031,18.60466766357422
2018-05-24,45.08348083496094,80.15350341796875,54.272499084472656,185.92999267578125,93.41803741455078,349.2900085449219,18.523332595825195
2018-05-25,45.18651580810547,80.50749969482422,54.20399856567383,184.9199981689453,93.46556091308594,351.2900085449219,18.59000015258789
2018-05-29,45.02358627319336,80.64350128173828,53.403499603271484,185.74000549316406,93.13297271728516,349.7300109863281,18.917333602905273
2018-05-30,44.927734375,81.24449920654297,53.87350082397461,187.6699981689453,94.02618408203125,353.5400085449219,19.447999954223633
2018-05-31,44.77678680419922,81.48100280761719,55.0,191.77999877929688,93.92166900634766,351.6000061035156,18.98200035095215
2018-06-01,45.58427810668945,82.0770034790039,56.75,193.99000549316406,95.77464294433594,359.92999267578125,19.454666137695312
2018-06-04,45.96526336669922,83.26349639892578,57.652000427246094,193.27999877929688,96.6108627319336,361.80999755859375,19.78266716003418
2018-06-05,46.319881439208984,84.81749725341797,57.55099868774414,192.94000244140625,97.10496520996094,365.79998779296875,19.408666610717773
2018-06-06,46.48043441772461,84.7874984741211,57.34749984741211,191.33999633789062,97.3900375366211,367.45001220703125,21.299999237060547
2018-06-07,46.35585021972656,84.46499633789062,56.72100067138672,188.17999267578125,95.86013793945312,361.3999938964844,21.07266616821289
2018-06-08,45.93411636352539,84.19950103759766,56.635501861572266,189.10000610351562,96.57283782958984,360.57000732421875,21.17733383178711
2018-06-11,45.82149124145508,84.45600128173828,57.04499816894531,191.5399932861328,96.02169036865234,361.45001220703125,22.139999389648438
2018-06-12,46.07308578491211,84.9375,57.40950012207031,192.39999389648438,96.26875305175781,363.8299865722656,22.851333618164062
2018-06-13,45.69449996948242,85.24299621582031,57.21149826049805,192.41000366210938,95.83164978027344,379.92999267578125,22.985332489013672
2018-06-14,45.71846389770508,86.19300079345703,58.00550079345703,196.80999755859375,96.37327575683594,392.8699951171875,23.847999572753906
2018-06-15,45.24882507324219,85.79850006103516,57.9635009765625,195.85000610351562,95.14746856689453,391.9800109863281,23.878000259399414
2018-06-18,45.224857330322266,86.18949890136719,59.17900085449219,198.30999755859375,95.84114837646484,390.3999938964844,24.722000122070312
2018-06-19,44.49403762817383,86.73899841308594,58.93450164794922,197.49000549316406,95.84114837646484,404.9800109863281,23.503332138061523
2018-06-20,44.68812942504883,87.50399780273438,59.20349884033203,202.0,96.8009033203125,416.760009765625,24.148000717163086
2018-06-21,44.43892288208008,86.51100158691406,58.47200012207031,201.5,96.10722351074219,415.44000244140625,23.167333602905273
2018-06-22,44.309532165527344,85.78350067138672,58.464500427246094,201.74000549316406,95.4135513305664,411.0899963378906,22.242000579833984
2018-06-25,43.65058517456055,83.15750122070312,56.9640007019043,196.35000610351562,93.49406433105469,384.4800109863281,22.200666427612305
2018-06-26,44.192115783691406,84.55449676513672,56.63100051879883,199.0,94.14971923828125,399.3900146484375,22.799999237060547
2018-06-27,44.1274299621582,83.02549743652344,55.84700012207031,195.83999633789062,92.68637084960938,390.3900146484375,22.96666717529297
2018-06-28,44.4484977722168,85.07250213623047,56.3390007019043,196.22999572753906,93.72211456298828,395.4200134277344,23.32866668701172
2018-06-29,44.35506057739258,84.98999786376953,56.45949935913086,194.32000732421875,93.70311737060547,391.42999267578125,22.863332748413086
2018-07-02,44.8510627746582,85.68900299072266,57.105499267578125,197.36000061035156,95.03345489501953,398.17999267578125,22.33799934387207
2018-07-03,44.069915771484375,84.697998046875,55.81399917602539,192.72999572753906,94.12120819091797,390.5199890136719,20.724000930786133
2018-07-05,44.42454147338867,84.98650360107422,57.06449890136719,198.4499969482422,94.7958984375,398.3900146484375,20.610666275024414
2018-07-06,45.04036331176758,85.53150177001953,57.75400161743164,203.22999572753906,96.126220703125,408.25,20.593332290649414
2018-07-09,45.66574478149414,86.95099639892578,58.36399841308594,204.74000549316406,96.78189849853516,418.9700012207031,21.233999252319336
2018-07-10,45.61064147949219,87.15350341796875,58.356998443603516,203.5399932861328,97.0384521484375,415.6300048828125,21.49799919128418
2018-07-11,45.0187873840332,87.75,58.573001861572266,202.5399932861328,96.90542602539062,418.6499938964844,21.263999938964844
2018-07-12,45.7735710144043,89.83100128173828,60.0629997253418,206.9199981689453,99.00544738769531,413.5,21.11400032043457
2018-07-13,45.845458984375,90.65149688720703,60.22100067138672,207.32000732421875,100.18376159667969,395.79998779296875,21.257999420166016
2018-07-16,45.74481964111328,91.12449645996094,59.82550048828125,207.22999572753906,99.68962860107422,400.4800109863281,20.67333221435547
2018-07-17,45.874210357666016,92.19650268554688,60.65399932861328,209.99000549316406,100.67787170410156,379.4800109863281,21.512666702270508
2018-07-18,45.62261199951172,92.14600372314453,60.64550018310547,209.36000061035156,99.88916778564453,375.1300048828125,21.59000015258789
2018-07-19,45.97724914550781,90.64849853515625,59.95500183105469,208.08999633789062,99.20499420166016,364.2300109863281,21.34866714477539
2018-07-20,45.8718147277832,90.68499755859375,59.89400100708008,209.94000244140625,100.98194885253906,361.04998779296875,20.905332565307617
2018-07-23,45.91254806518555,90.0999984741211,60.54999923706055,210.91000366210938,102.59733581542969,362.6600036621094,20.213333129882812
2018-07-24,46.24561309814453,91.46199798583984,62.907501220703125,214.6699981689453,102.30278015136719,357.32000732421875,19.82866668701172
2018-07-25,46.68172073364258,93.18049621582031,63.797000885009766,217.5,105.3150405883789,362.8699951171875,20.582666397094727
2018-07-26,46.535552978515625,90.4000015258789,64.2750015258789,176.25999450683594,104.16524505615234,363.0899963378906,20.44333267211914
2018-07-27,45.76158905029297,90.8635025024414,62.644500732421875,174.88999938964844,102.32176971435547,355.2099914550781,19.812000274658203
2018-07-30,45.50520706176758,88.96099853515625,61.50199890136719,171.05999755859375,100.12673950195312,334.9599914550781,19.344667434692383
2018-07-31,45.59625244140625,88.87200164794922,61.361000061035156,172.5800018310547,100.80140686035156,337.45001220703125,19.875999450683594
2018-08-01,48.2823371887207,89.8584976196289,61.64950180053711,171.64999389648438,100.99144744873047,338.3800048828125,20.055999755859375
2018-08-02,49.693660736083984,91.71649932861328,62.05649948120117,176.3699951171875,102.21724700927734,344.5,23.30266761779785
2018-08-03,49.837440490722656,91.16449737548828,61.90800094604492,177.77999877929688,102.66387176513672,343.0899963378906,23.211332321166992
2018-08-06,50.09622573852539,92.38749694824219,61.88349914550781,185.69000244140625,102.7493896484375,350.9200134277344,22.799333572387695
2018-08-07,49.6265754699707,93.1240005493164,62.79199981689453,183.80999755859375,103.46207427978516,351.8299865722656,25.30466651916504
2018-08-08,49.660125732421875,94.32599639892578,63.06650161743164,185.17999267578125,104.0417251586914,347.6099853515625,24.689332962036133
2018-08-09,50.050697326660156,94.9260025024414,63.222999572753906,183.08999633789062,104.21276092529297,349.3599853515625,23.496667861938477
2018-08-10,49.901634216308594,94.31500244140625,62.6254997253418,180.25999450683594,103.57609558105469,345.8699951171875,23.69933319091797
2018-08-13,50.22382736206055,94.80999755859375,62.43199920654297,180.0500030517578,102.82540130615234,341.30999755859375,23.76066780090332
2018-08-14,50.4354248046875,95.98249816894531,62.90700149536133,181.11000061035156,104.10823822021484,337.489990234375,23.176000595092773
2018-08-15,50.55324172973633,94.13099670410156,61.611000061035156,179.52999877929688,102.69647216796875,326.3999938964844,22.57933235168457
2018-08-16,51.29384994506836,94.32599639892578,61.202999114990234,174.6999969482422,102.6773910522461,322.44000244140625,22.363332748413086
2018-08-17,52.31818771362305,94.11100006103516,60.79249954223633,173.8000030517578,102.62016296386719,316.7799987792969,20.366666793823242
2018-08-20,51.80842590332031,93.83550262451172,61.09749984741211,172.5,101.94290161132812,327.7300109863281,20.562667846679688
2018-08-21,51.70743179321289,94.1709976196289,60.87049865722656,172.6199951171875,101.09394836425781,338.0199890136719,21.459999084472656
2018-08-22,51.70983123779297,95.24500274658203,61.087501525878906,173.63999938964844,102.12413024902344,344.44000244140625,21.44266700744629
2018-08-23,51.815635681152344,95.1449966430664,61.05799865722656,172.89999389648438,102.60107421875,339.1700134277344,21.34000015258789
2018-08-24,51.976741790771484,95.26950073242188,61.837501525878906,174.64999389648438,103.4023666381836,358.82000732421875,21.521333694458008
2018-08-27,52.404754638671875,96.38400268554688,62.813499450683594,177.4600067138672,104.5470199584961,364.5799865722656,21.284666061401367
2018-08-28,52.82794189453125,96.64099884033203,62.292999267578125,176.25999450683594,105.1766128540039,368.489990234375,20.790666580200195
2018-08-29,53.616641998291016,99.90499877929688,63.23249816894531,175.89999389648438,106.85545349121094,368.0400085449219,20.333999633789062
2018-08-30,54.109580993652344,100.11900329589844,62.72200012207031,177.63999938964844,106.78868865966797,370.9800109863281,20.209999084472656
2018-08-31,54.73476028442383,100.635498046875,61.59000015258789,175.72999572753906,107.15116119384766,367.67999267578125,20.110666275024414
2018-09-04,54.9102897644043,101.97550201416016,60.56549835205078,171.16000366210938,106.55975341796875,363.6000061035156,19.26333236694336
2018-09-05,54.55200958251953,99.74099731445312,59.95500183105469,167.17999267578125,103.48820495605469,341.17999267578125,18.715999603271484
2018-09-06,53.645511627197266,97.91549682617188,59.199501037597656,162.52999877929688,103.7266845703125,346.4599914550781,18.729999542236328
2018-09-07,53.212677001953125,97.60350036621094,58.87950134277344,163.0399932861328,103.22109985351562,348.67999267578125,17.549333572387695
2018-09-10,52.49852752685547,96.95050048828125,58.75299835205078,164.17999267578125,104.3371810913086,348.4100036621094,19.03333282470703
2018-09-11,53.82583236694336,99.35749816894531,59.4995002746582,165.94000244140625,106.11141204833984,355.92999267578125,18.62933349609375
2018-09-12,53.157379150390625,99.5,58.58000183105469,162.0,106.55975341796875,369.95001220703125,19.369333267211914
2018-09-13,54.441402435302734,99.49349975585938,59.106998443603516,161.36000061035156,107.7044448852539,368.1499938964844,19.297332763671875
2018-09-14,53.82342529296875,98.5094985961914,58.89899826049805,162.32000732421875,108.14321899414062,364.55999755859375,19.68000030517578
2018-09-17,52.39031982421875,95.40149688720703,57.99150085449219,160.5800018310547,106.96993255615234,350.3500061035156,19.6560001373291
2018-09-18,52.47688674926758,97.05249786376953,58.355499267578125,160.3000030517578,107.9905776977539,367.6499938964844,18.997333526611328
2018-09-19,52.508140563964844,96.32099914550781,58.7135009765625,163.05999755859375,106.55020904541016,366.9599914550781,19.934667587280273
2018-09-20,52.90730285644531,97.21499633789062,59.57849884033203,166.02000427246094,108.33399963378906,365.3599853515625,19.8886661529541
2018-09-21,52.33742141723633,95.75050354003906,58.60599899291992,162.92999267578125,108.9921875,361.19000244140625,19.940000534057617
2018-09-24,53.09004211425781,96.71800231933594,58.97800064086914,165.41000366210938,109.38327026367188,369.6099853515625,19.978666305541992
2018-09-25,53.42668533325195,98.72750091552734,59.69449996948242,164.91000366210938,109.17342376708984,369.42999267578125,20.06599998474121
2018-09-26,53.00107955932617,98.74250030517578,59.702999114990234,166.9499969482422,108.72509765625,377.8800048828125,20.6386661529541
2018-09-27,54.09033966064453,100.64900207519531,60.36800003051758,168.83999633789062,109.13526916503906,380.7099914550781,20.501333236694336
2018-09-28,54.28030014038086,100.1500015258789,60.354000091552734,164.4600067138672,109.09712219238281,374.1300048828125,17.65133285522461
2018-10-01,54.645782470703125,100.21800231933594,60.42649841308594,162.44000244140625,110.27996063232422,381.42999267578125,20.713333129882812
2018-10-02,55.131507873535156,98.56549835205078,60.38199996948242,159.3300018310547,109.84115600585938,377.1400146484375,20.06800079345703
2018-10-03,55.80237579345703,97.63800048828125,60.576499938964844,162.42999267578125,109.86021423339844,377.04998779296875,19.65333366394043
2018-10-04,54.821327209472656,95.47100067138672,58.85350036621094,158.85000610351562,107.5899658203125,363.6499938964844,18.788667678833008
2018-10-05,53.93163299560547,94.48249816894531,58.39149856567383,157.3300018310547,106.96038055419922,351.3500061035156,17.463333129882812
2018-10-08,53.806610107421875,93.22100067138672,57.79600143432617,157.25,105.7394027709961,349.1000061035156,16.70400047302246
2018-10-09,54.55200958251953,93.51599884033203,57.25849914550781,157.89999389648438,107.08438873291016,355.7099914550781,17.520000457763672
2018-10-10,52.02482604980469,87.76249694824219,54.608001708984375,151.3800048828125,101.26564025878906,325.8900146484375,17.125333786010742
2018-10-11,51.56556701660156,85.96800231933594,54.5369987487793,153.35000610351562,101.02716064453125,321.1000061035156,16.815332412719727
2018-10-12,53.407447814941406,89.43049621582031,56.027000427246094,153.74000549316406,104.51842498779297,339.55999755859375,17.25200080871582
2018-10-15,52.265296936035156,88.04750061035156,55.12200164794922,153.52000427246094,102.63924407958984,333.1300048828125,17.305999755859375
2018-10-16,53.41706085205078,90.99800109863281,56.65399932861328,158.77999877929688,105.8824691772461,346.3999938964844,18.439332962036133
2018-10-17,53.18622589111328,91.58650207519531,56.37950134277344,159.4199981689453,105.6058349609375,364.70001220703125,18.118667602539062
2018-10-18,51.943077087402344,88.53600311279297,54.89550018310547,154.9199981689453,103.49774169921875,346.7099914550781,17.5939998626709
2018-10-19,52.73417282104492,88.20149993896484,55.25899887084961,154.0500030517578,103.650390625,332.6700134277344,17.333332061767578
2018-10-22,53.05638122558594,89.46499633789062,55.56850051879883,154.77999877929688,104.57563781738281,329.5400085449219,17.39666748046875
2018-10-23,53.5565185546875,88.43499755859375,55.74549865722656,154.38999938964844,103.11618041992188,333.1600036621094,19.609333038330078
2018-10-24,51.71945571899414,83.20999908447266,52.85599899291992,146.0399932861328,97.60265350341797,301.8299865722656,19.233333587646484
2018-10-25,52.85199737548828,89.1084976196289,55.179500579833984,150.9499969482422,103.30697631835938,312.8699951171875,20.99066734313965
2018-10-26,52.01041030883789,82.1405029296875,54.1875,145.3699951171875,102.02873992919922,299.8299865722656,22.059999465942383
2018-10-29,51.03416061401367,76.94400024414062,51.73649978637695,142.08999633789062,99.0621109008789,284.8399963378906,22.323333740234375
2018-10-30,51.28903579711914,76.52100372314453,52.47549819946289,146.22000122070312,98.94766235351562,285.80999755859375,21.99333381652832
2018-10-31,52.62596893310547,79.90049743652344,54.52899932861328,151.7899932861328,101.88566589355469,301.7799987792969,22.488000869750977
2018-11-01,53.43389892578125,83.27649688720703,54.29899978637695,151.75,101.03668212890625,317.3800048828125,22.95199966430664
2018-11-02,49.88958740234375,83.27649688720703,53.574501037597656,150.35000610351562,101.26564025878906,309.1000061035156,23.0939998626709
2018-11-05,48.47331619262695,81.38999938964844,52.7864990234375,148.67999267578125,102.55340576171875,315.44000244140625,22.760000228881836
2018-11-06,48.99751281738281,82.1405029296875,53.47850036621094,149.94000244140625,102.75370788574219,310.8399963378906,22.737333297729492
2018-11-07,50.48351287841797,87.77449798583984,55.4119987487793,151.52999877929688,106.7982177734375,327.5,23.21066665649414
2018-11-08,50.307373046875,87.74549865722656,54.73149871826172,147.8699951171875,106.59791564941406,317.9200134277344,23.426666259765625
2018-11-09,49.337371826171875,85.62149810791016,53.85100173950195,144.9600067138672,104.51842498779297,303.4700012207031,23.367332458496094
2018-11-12,46.85204315185547,81.84249877929688,52.46799850463867,141.5500030517578,101.94290161132812,294.07000732421875,22.0853328704834
2018-11-13,46.383934020996094,81.55850219726562,52.39849853515625,142.16000366210938,102.0096664428711,294.3999938964844,22.582000732421875
2018-11-14,45.073707580566406,79.95050048828125,52.729000091552734,144.22000122070312,100.56306457519531,286.7300109863281,22.933332443237305
2018-11-15,46.18606948852539,80.97200012207031,53.5525016784668,143.85000610351562,102.77606964111328,290.05999755859375,23.229333877563477
2018-11-16,46.69761657714844,79.67050170898438,53.41350173950195,139.52999877929688,103.74368286132812,286.2099914550781,23.62066650390625
2018-11-19,44.84689712524414,75.614501953125,51.37099838256836,131.5500030517578,100.2277603149414,270.6000061035156,23.564666748046875
2018-11-20,42.70420455932617,74.77300262451172,51.522499084472656,132.42999267578125,97.4399185180664,266.9800109863281,23.166000366210938
2018-11-21,42.65594482421875,75.83650207519531,52.17150115966797,134.82000732421875,98.7811508178711,262.1300048828125,22.54599952697754
2018-11-23,41.57252883911133,75.10299682617188,51.505001068115234,131.72999572753906,98.74281311035156,258.82000732421875,21.722000122070312
2018-11-26,42.13474655151367,79.06649780273438,52.797000885009766,136.3800048828125,102.00009155273438,261.42999267578125,23.066667556762695
2018-11-27,42.043060302734375,79.07099914550781,52.61399841308594,135.0,102.64195251464844,266.6300048828125,22.92799949645996
2018-11-28,43.659725189208984,83.88749694824219,54.589500427246094,136.75999450683594,106.45487976074219,282.6499938964844,23.191333770751953
2018-11-29,43.324317932128906,83.67849731445312,54.729000091552734,138.67999267578125,105.56392669677734,288.75,22.744667053222656
2018-11-30,43.090274810791016,84.50849914550781,55.48249816894531,140.61000061035156,106.23452758789062,286.1300048828125,23.365333557128906
2018-12-03,44.595947265625,88.61799621582031,55.81800079345703,141.08999633789062,107.3841323852539,290.29998779296875,23.89933204650879
2018-12-04,42.63422393798828,83.41999816894531,53.12350082397461,137.92999267578125,103.96402740478516,275.3299865722656,23.979999542236328
2018-12-06,42.15887451171875,84.95950317382812,53.90399932861328,139.6300048828125,104.60589599609375,282.8800048828125,24.20400047302246
2018-12-07,40.65561294555664,81.45649719238281,52.32899856567383,137.4199981689453,100.41935729980469,265.1400146484375,23.864667892456055
2018-12-10,40.9234504699707,82.05149841308594,52.659000396728516,141.85000610351562,103.07308197021484,269.70001220703125,24.343332290649414
2018-12-11,40.689395904541016,82.16200256347656,53.08250045776367,142.0800018310547,104.03107452392578,265.32000732421875,24.450666427612305
2018-12-12,40.802799224853516,83.177001953125,53.686500549316406,144.5,104.5005111694336,274.8800048828125,24.440000534057617
2018-12-13,41.249202728271484,82.91899871826172,53.676998138427734,145.00999450683594,104.85498046875,276.0199890136719,25.119333267211914
2018-12-14,39.929317474365234,79.59549713134766,52.58549880981445,144.05999755859375,101.57855987548828,266.8399963378906,24.380666732788086
2018-12-17,39.5577278137207,76.04550170898438,51.282501220703125,140.19000244140625,98.57039642333984,262.79998779296875,23.22800064086914
2018-12-18,40.07168197631836,77.5739974975586,52.170501708984375,143.66000366210938,99.60505676269531,270.94000244140625,22.468666076660156
